input,output,obj_code,bg_code,tint_idx,dE_pre,dE_post,scale_applied,RENORM_Y,L0,BACKGROUND_MODE
baby3_n06_s167_rot-33_dx+05_dy+01.png,baby3_n06_s167_rot-33_dx+05_dy+01__obj[2.5R-6-4]__bg[10B-5-10]__tint01.png,2.5R 6/4,10B 5/10,1,38.90456556547015,40.828953454522306,1.0,False,80.0,full
baby3_n07_s159_rot+58_dx+01_dy-10.png,baby3_n07_s159_rot+58_dx+01_dy-10__obj[2.5BG-7-8]__bg[10RP-3-6]__tint12.png,2.5BG 7/8,10RP 3/6,12,68.25355372225663,66.42268660956188,1.0,False,80.0,full
baby3_n08_s186_rot-10_dx+04_dy+10.png,baby3_n08_s186_rot-10_dx+04_dy+10__obj[7.5G-5-4]__bg[10RP-8-6]__tint01.png,7.5G 5/4,10RP 8/6,1,49.58485967410864,49.497217526270816,0.9070079618986222,False,80.0,full
baby3_n09_s177_rot-01_dx-03_dy-05.png,baby3_n09_s177_rot-01_dx-03_dy-05__obj[10PB-9-10]__bg[7.5PB-9-2]__tint04.png,10PB 9/10,7.5PB 9/2,4,18.110553132882917,15.355004519728649,0.5056388461883261,False,80.0,full
baby3_n10_s128_rot+47_dx+10_dy-09.png,baby3_n10_s128_rot+47_dx+10_dy-09__obj[2.5PB-6-6]__bg[10G-8-4]__tint08.png,2.5PB 6/6,10G 8/4,8,26.319293310420885,23.35734794784073,1.0,False,80.0,full
baby3_n11_s182_rot-34_dx-04_dy-12.png,baby3_n11_s182_rot-34_dx-04_dy-12__obj[7.5P-4-10]__bg[5YR-9-4]__tint06.png,7.5P 4/10,5YR 9/4,6,50.023354140579855,55.13871449855399,1.0,False,80.0,full
baby3_n12_s187_rot-54_dx+03_dy-05.png,baby3_n12_s187_rot-54_dx+03_dy-05__obj[7.5G-3-6]__bg[2.5P-4-10]__tint00.png,7.5G 3/6,2.5P 4/10,0,37.55684671135159,37.55684317620237,1.0,False,80.0,full
baby3_n13_s186_rot-44_dx-08_dy-02.png,baby3_n13_s186_rot-44_dx-08_dy-02__obj[5Y-4-6]__bg[5P-7-8]__tint07.png,5Y 4/6,5P 7/8,7,54.30242599699928,50.11789955628218,1.0,False,80.0,full
baby3_n14_s168_rot+54_dx-10_dy-09.png,baby3_n14_s168_rot+54_dx-10_dy-09__obj[7.5PB-9-10]__bg[10BG-6-8]__tint05.png,7.5PB 9/10,10BG 6/8,5,34.732162028004566,36.85696614637843,0.5519723743630897,False,80.0,full
baby3_n15_s192_rot-09_dx-13_dy+05.png,baby3_n15_s192_rot-09_dx-13_dy+05__obj[7.5R-5-6]__bg[10YR-4-8]__tint12.png,7.5R 5/6,10YR 4/8,12,25.45509921669198,31.767189656648892,1.0,False,80.0,full
baby3_n16_s148_rot+29_dx-01_dy+09.png,baby3_n16_s148_rot+29_dx-01_dy+09__obj[2.5RP-9-2]__bg[7.5Y-7-2]__tint14.png,2.5RP 9/2,7.5Y 7/2,14,23.312760538747423,19.106909027235616,1.0,False,80.0,full
baby3_n17_s159_rot+41_dx+01_dy-06.png,baby3_n17_s159_rot+41_dx+01_dy-06__obj[7.5G-6-2]__bg[10GY-4-10]__tint07.png,7.5G 6/2,10GY 4/10,7,30.575721702511963,27.76513606640558,1.0,False,80.0,full
baby3_n18_s190_rot+15_dx+06_dy+03.png,baby3_n18_s190_rot+15_dx+06_dy+03__obj[10Y-8-2]__bg[10G-5-10]__tint01.png,10Y 8/2,10G 5/10,1,35.550416362767926,40.35003044926283,1.0,False,80.0,full
baby3_n19_s164_rot-32_dx+06_dy-04.png,baby3_n19_s164_rot-32_dx+06_dy-04__obj[7.5YR-8-2]__bg[5GY-2-2]__tint13.png,7.5YR 8/2,5GY 2/2,13,62.168389555348185,63.758876664447506,0.931910631269475,False,80.0,full
baby3_n20_s138_rot-43_dx-02_dy-05.png,baby3_n20_s138_rot-43_dx-02_dy-05__obj[7.5GY-6-10]__bg[10GY-9-4]__tint07.png,7.5GY 6/10,10GY 9/4,7,25.651105027313797,23.78883192073596,1.0,False,80.0,full
face1_n01_s155_rot-52_dx-08_dy-02.png,face1_n01_s155_rot-52_dx-08_dy-02__obj[10G-8-8]__bg[7.5PB-3-10]__tint09.png,10G 8/8,7.5PB 3/10,9,59.909768040108645,57.370996372419526,1.0,False,80.0,full
face1_n02_s181_rot-53_dx+12_dy-04.png,face1_n02_s181_rot-53_dx+12_dy-04__obj[7.5G-8-6]__bg[10R-7-2]__tint13.png,7.5G 8/6,10R 7/2,13,38.678378918300645,41.472498026894435,1.0,False,80.0,full
face1_n03_s130_rot+43_dx-09_dy+08.png,face1_n03_s130_rot+43_dx-09_dy+08__obj[7.5B-5-2]__bg[7.5GY-5-4]__tint13.png,7.5B 5/2,7.5GY 5/4,13,23.42922784571831,25.392221092562874,1.0,False,80.0,full
face1_n04_s128_rot+53_dx-05_dy+04.png,face1_n04_s128_rot+53_dx-05_dy+04__obj[10B-6-8]__bg[10R-3-6]__tint02.png,10B 6/8,10R 3/6,2,49.71302526444644,50.31632463144746,1.0,False,80.0,full
face1_n05_s181_rot+05_dx+04_dy-11.png,face1_n05_s181_rot+05_dx+04_dy-11__obj[2.5P-8-8]__bg[7.5YR-3-2]__tint12.png,2.5P 8/8,7.5YR 3/2,12,54.02434860324776,54.730404856173166,0.6811077745877987,False,80.0,full
face1_n06_s156_rot-01_dx-06_dy+01.png,face1_n06_s156_rot-01_dx-06_dy+01__obj[2.5YR-6-8]__bg[7.5GY-4-2]__tint11.png,2.5YR 6/8,7.5GY 4/2,11,35.00141662314479,34.43930403711386,1.0,False,80.0,full
face1_n07_s177_rot-20_dx-09_dy+06.png,face1_n07_s177_rot-20_dx-09_dy+06__obj[5P-8-4]__bg[10GY-9-4]__tint01.png,5P 8/4,10GY 9/4,1,31.858907179284966,39.63145957142961,1.0,False,80.0,full
face1_n08_s149_rot+41_dx+14_dy-02.png,face1_n08_s149_rot+41_dx+14_dy-02__obj[10YR-8-6]__bg[10GY-8-6]__tint07.png,10YR 8/6,10GY 8/6,7,27.273202537835715,27.84853305151152,1.0,False,80.0,full
face1_n09_s131_rot+49_dx-05_dy-09.png,face1_n09_s131_rot+49_dx-05_dy-09__obj[5GY-4-8]__bg[10G-6-10]__tint09.png,5GY 4/8,10G 6/10,9,33.00058311253372,35.47394342469157,1.0,False,80.0,full
face1_n10_s138_rot+17_dx-04_dy+01.png,face1_n10_s138_rot+17_dx-04_dy+01__obj[10GY-5-8]__bg[10R-7-8]__tint16.png,10GY 5/8,10R 7/8,16,51.111967464547675,49.657276947935756,1.0,False,80.0,full
face1_n11_s134_rot-29_dx-07_dy+02.png,face1_n11_s134_rot-29_dx-07_dy+02__obj[10P-8-6]__bg[5B-7-10]__tint08.png,10P 8/6,5B 7/10,8,49.09262910316935,40.178270364963446,0.9247420672272166,False,80.0,full
face1_n12_s171_rot+31_dx+00_dy-08.png,face1_n12_s171_rot+31_dx+00_dy-08__obj[2.5Y-6-10]__bg[2.5P-4-4]__tint01.png,2.5Y 6/10,2.5P 4/4,1,49.281693098608166,49.15957776676206,1.0,False,80.0,full
face1_n13_s181_rot-30_dx+04_dy+00.png,face1_n13_s181_rot-30_dx+04_dy+00__obj[7.5B-2-4]__bg[10Y-7-10]__tint11.png,7.5B 2/4,10Y 7/10,11,66.52217072771414,62.87973741746433,1.0,False,80.0,full
face1_n14_s134_rot+60_dx-04_dy-06.png,face1_n14_s134_rot+60_dx-04_dy-06__obj[10GY-3-10]__bg[5B-3-6]__tint14.png,10GY 3/10,5B 3/6,14,38.85254135164246,37.3226837798263,1.0,False,80.0,full
face1_n15_s133_rot+31_dx+05_dy+14.png,face1_n15_s133_rot+31_dx+05_dy+14__obj[7.5P-6-10]__bg[5RP-5-2]__tint11.png,7.5P 6/10,5RP 5/2,11,18.698116094042962,20.379970141764367,1.0,False,80.0,full
face1_n16_s130_rot+15_dx-06_dy+01.png,face1_n16_s130_rot+15_dx-06_dy+01__obj[7.5BG-8-4]__bg[7.5R-6-4]__tint06.png,7.5BG 8/4,7.5R 6/4,6,44.16813605141629,37.13180261540603,1.0,False,80.0,full
face1_n17_s142_rot+08_dx-02_dy-05.png,face1_n17_s142_rot+08_dx-02_dy-05__obj[5RP-4-4]__bg[5B-3-4]__tint05.png,5RP 4/4,5B 3/4,5,35.067045771789736,35.19005137794829,1.0,False,80.0,full
face1_n18_s175_rot-40_dx+00_dy-10.png,face1_n18_s175_rot-40_dx+00_dy-10__obj[7.5RP-7-4]__bg[2.5P-6-10]__tint07.png,7.5RP 7/4,2.5P 6/10,7,19.708786538137748,21.43950080607026,1.0,False,80.0,full
face1_n19_s142_rot+33_dx-02_dy+05.png,face1_n19_s142_rot+33_dx-02_dy+05__obj[2.5GY-4-10]__bg[5RP-4-6]__tint07.png,2.5GY 4/10,5RP 4/6,7,54.02941453150347,49.03294136694715,1.0,False,80.0,full
face1_n20_s131_rot+51_dx+08_dy-05.png,face1_n20_s131_rot+51_dx+08_dy-05__obj[5RP-2-8]__bg[2.5R-6-8]__tint02.png,5RP 2/8,2.5R 6/8,2,38.10218894662077,37.73575586056022,1.0,False,80.0,full
face2_n01_s176_rot-12_dx+10_dy+05.png,face2_n01_s176_rot-12_dx+10_dy+05__obj[2.5B-4-6]__bg[5B-4-8]__tint02.png,2.5B 4/6,5B 4/8,2,4.820313449434643,4.952715780528763,1.0,False,80.0,full
face2_n02_s159_rot-48_dx+07_dy-10.png,face2_n02_s159_rot-48_dx+07_dy-10__obj[2.5Y-4-8]__bg[5G-9-2]__tint09.png,2.5Y 4/8,5G 9/2,9,48.93367876052201,47.2612690846358,1.0,False,80.0,full
face2_n03_s143_rot+36_dx+09_dy+02.png,face2_n03_s143_rot+36_dx+09_dy+02__obj[5GY-3-4]__bg[7.5YR-3-6]__tint13.png,5GY 3/4,7.5YR 3/6,13,22.7553817180848,20.066254043251604,1.0,False,80.0,full
face2_n04_s182_rot+19_dx-02_dy-03.png,face2_n04_s182_rot+19_dx-02_dy-03__obj[7.5PB-2-4]__bg[10GY-4-6]__tint09.png,7.5PB 2/4,10GY 4/6,9,38.038236995478734,37.21231318763409,1.0,False,80.0,full
face2_n05_s129_rot+42_dx+10_dy+08.png,face2_n05_s129_rot+42_dx+10_dy+08__obj[5G-9-4]__bg[7.5PB-5-4]__tint13.png,5G 9/4,7.5PB 5/4,13,40.54032509620185,36.48305348512694,1.0,False,80.0,full
face2_n06_s174_rot+16_dx-03_dy-12.png,face2_n06_s174_rot+16_dx-03_dy-12__obj[2.5YR-2-6]__bg[7.5RP-4-8]__tint11.png,2.5YR 2/6,7.5RP 4/8,11,23.581318434768033,21.255959950701193,1.0,False,80.0,full
face2_n07_s183_rot-39_dx+09_dy-05.png,face2_n07_s183_rot-39_dx+09_dy-05__obj[5B-7-2]__bg[5G-8-10]__tint09.png,5B 7/2,5G 8/10,9,28.56402523973255,35.11166479795924,1.0,False,80.0,full
face2_n08_s189_rot-04_dx-11_dy-07.png,face2_n08_s189_rot-04_dx-11_dy-07__obj[5GY-6-6]__bg[10PB-8-4]__tint07.png,5GY 6/6,10PB 8/4,7,45.11998447699376,39.19361288319577,1.0,False,80.0,full
face2_n09_s169_rot+42_dx-07_dy-05.png,face2_n09_s169_rot+42_dx-07_dy-05__obj[5BG-5-6]__bg[10R-5-2]__tint01.png,5BG 5/6,10R 5/2,1,35.884901500415424,46.37356964189785,1.0,False,80.0,full
face2_n10_s176_rot-20_dx-04_dy+08.png,face2_n10_s176_rot-20_dx-04_dy+08__obj[5RP-4-10]__bg[2.5G-3-6]__tint02.png,5RP 4/10,2.5G 3/6,2,57.179571381095876,56.59733761925634,1.0,False,80.0,full
face2_n11_s190_rot-19_dx-04_dy-13.png,face2_n11_s190_rot-19_dx-04_dy-13__obj[5BG-2-4]__bg[7.5BG-4-10]__tint03.png,5BG 2/4,7.5BG 4/10,3,20.75286945197813,20.963627750569767,1.0,False,80.0,full
face2_n12_s163_rot+07_dx+03_dy+09.png,face2_n12_s163_rot+07_dx+03_dy+09__obj[10G-5-10]__bg[10GY-4-4]__tint13.png,10G 5/10,10GY 4/4,13,19.07168551977641,24.661765476415994,1.0,False,80.0,full
face2_n13_s158_rot+26_dx+00_dy-09.png,face2_n13_s158_rot+26_dx+00_dy-09__obj[5BG-4-6]__bg[2.5RP-9-8]__tint00.png,5BG 4/6,2.5RP 9/8,0,59.11822126182101,59.1181463422176,0.7424014067885083,False,80.0,full
face2_n14_s188_rot+18_dx+02_dy-09.png,face2_n14_s188_rot+18_dx+02_dy-09__obj[7.5P-7-6]__bg[5PB-5-2]__tint10.png,7.5P 7/6,5PB 5/2,10,22.535529564691316,22.93433440415347,1.0,False,80.0,full
face2_n15_s139_rot-25_dx+00_dy+08.png,face2_n15_s139_rot-25_dx+00_dy+08__obj[10R-6-6]__bg[7.5BG-5-10]__tint04.png,10R 6/6,7.5BG 5/10,4,47.94581830566854,45.941745437655996,1.0,False,80.0,full
face2_n16_s175_rot-03_dx-08_dy+04.png,face2_n16_s175_rot-03_dx-08_dy+04__obj[2.5G-2-2]__bg[10P-9-10]__tint05.png,2.5G 2/2,10P 9/10,5,70.80035792610677,74.51991340005647,0.5705364807648372,False,80.0,full
face2_n17_s170_rot-18_dx-03_dy+08.png,face2_n17_s170_rot-18_dx-03_dy+08__obj[2.5Y-5-2]__bg[10GY-5-2]__tint10.png,2.5Y 5/2,10GY 5/2,10,14.64106837979753,8.292274304587165,1.0,False,80.0,full
face2_n18_s157_rot-46_dx+04_dy+04.png,face2_n18_s157_rot-46_dx+04_dy+04__obj[7.5G-4-2]__bg[7.5PB-7-6]__tint02.png,7.5G 4/2,7.5PB 7/6,2,35.80069749664526,35.61187542179748,1.0,False,80.0,full
face2_n19_s151_rot-37_dx-02_dy+12.png,face2_n19_s151_rot-37_dx-02_dy+12__obj[10GY-4-8]__bg[2.5B-2-10]__tint08.png,10GY 4/8,2.5B 2/10,8,41.51536614819926,43.9230245559692,1.0,False,80.0,full
face2_n20_s164_rot+58_dx-04_dy+12.png,face2_n20_s164_rot+58_dx-04_dy+12__obj[7.5GY-3-2]__bg[5BG-6-10]__tint16.png,7.5GY 3/2,5BG 6/10,16,36.801470724245064,36.13920203285606,1.0,False,80.0,full
face3_n01_s174_rot-38_dx-03_dy-01.png,face3_n01_s174_rot-38_dx-03_dy-01__obj[2.5Y-5-10]__bg[5PB-9-2]__tint12.png,2.5Y 5/10,5PB 9/2,12,47.90424432578497,57.23015021177951,0.7823067312109332,False,80.0,full
face3_n02_s163_rot-55_dx-01_dy+04.png,face3_n02_s163_rot-55_dx-01_dy+04__obj[5BG-8-10]__bg[2.5G-4-10]__tint03.png,5BG 8/10,2.5G 4/10,3,38.53595670966602,37.4878473649038,1.0,False,80.0,full
face3_n03_s144_rot+17_dx+10_dy+07.png,face3_n03_s144_rot+17_dx+10_dy+07__obj[7.5YR-7-8]__bg[7.5P-8-10]__tint02.png,7.5YR 7/8,7.5P 8/10,2,42.94444000766092,44.60958370695522,1.0,False,80.0,full
face3_n04_s129_rot+09_dx-08_dy+03.png,face3_n04_s129_rot+09_dx-08_dy+03__obj[10R-7-2]__bg[2.5BG-4-4]__tint12.png,10R 7/2,2.5BG 4/4,12,43.46992751187771,38.16251531696897,1.0,False,80.0,full
face3_n05_s151_rot+56_dx+04_dy-05.png,face3_n05_s151_rot+56_dx+04_dy-05__obj[10R-3-2]__bg[5R-5-10]__tint12.png,10R 3/2,5R 5/10,12,24.034888748876448,23.3848508209994,1.0,False,80.0,full
face3_n06_s142_rot+39_dx+07_dy+04.png,face3_n06_s142_rot+39_dx+07_dy+04__obj[2.5B-4-10]__bg[10R-5-6]__tint14.png,2.5B 4/10,10R 5/6,14,55.96834596435647,33.45903120121351,1.0,False,80.0,full
face3_n07_s134_rot-42_dx+12_dy-04.png,face3_n07_s134_rot-42_dx+12_dy-04__obj[5R-4-10]__bg[2.5R-6-10]__tint05.png,5R 4/10,2.5R 6/10,5,20.66965358975417,19.973796862171834,1.0,False,80.0,full
face3_n08_s138_rot+59_dx+00_dy-04.png,face3_n08_s138_rot+59_dx+00_dy-04__obj[7.5RP-9-10]__bg[10YR-4-2]__tint01.png,7.5RP 9/10,10YR 4/2,1,47.36279318525425,46.894483921534714,0.5432693145443217,False,80.0,full
face3_n09_s156_rot+33_dx+06_dy-04.png,face3_n09_s156_rot+33_dx+06_dy-04__obj[7.5P-2-2]__bg[7.5RP-9-6]__tint05.png,7.5P 2/2,7.5RP 9/6,5,67.23311932737299,67.61380178594469,0.6377684306617704,False,80.0,full
face3_n10_s166_rot+43_dx-05_dy+14.png,face3_n10_s166_rot+43_dx-05_dy+14__obj[10R-2-2]__bg[7.5R-5-8]__tint00.png,10R 2/2,7.5R 5/8,0,29.173147032400486,29.173779305362043,1.0,False,80.0,full
face3_n11_s135_rot+13_dx+11_dy-04.png,face3_n11_s135_rot+13_dx+11_dy-04__obj[5R-8-10]__bg[2.5RP-3-10]__tint08.png,5R 8/10,2.5RP 3/10,8,50.89049270020989,50.149503849730536,0.8274676247205949,False,80.0,full
face3_n12_s154_rot+15_dx+05_dy+03.png,face3_n12_s154_rot+15_dx+05_dy+03__obj[10Y-8-4]__bg[2.5B-6-10]__tint10.png,10Y 8/4,2.5B 6/10,10,39.992889291630085,35.28285865950999,1.0,False,80.0,full
face3_n13_s158_rot-39_dx+04_dy+00.png,face3_n13_s158_rot-39_dx+04_dy+00__obj[5YR-3-6]__bg[5G-5-10]__tint01.png,5YR 3/6,5G 5/10,1,48.526800600079476,50.28769112310809,1.0,False,80.0,full
face3_n14_s185_rot+23_dx+08_dy+02.png,face3_n14_s185_rot+23_dx+08_dy+02__obj[10Y-7-8]__bg[10RP-8-4]__tint05.png,10Y 7/8,10RP 8/4,5,40.31297335374361,41.15629839039858,0.9608419630386305,False,80.0,full
face3_n15_s164_rot+25_dx-11_dy+03.png,face3_n15_s164_rot+25_dx-11_dy+03__obj[5P-3-10]__bg[7.5BG-6-4]__tint01.png,5P 3/10,7.5BG 6/4,1,39.279805634899695,36.99531475581827,1.0,False,80.0,full
face3_n16_s157_rot+51_dx-09_dy-09.png,face3_n16_s157_rot+51_dx-09_dy-09__obj[7.5R-3-6]__bg[2.5P-9-8]__tint03.png,7.5R 3/6,2.5P 9/8,3,59.218772542863555,58.185804525475454,0.7651375285831756,False,80.0,full
face3_n17_s153_rot-09_dx-06_dy-08.png,face3_n17_s153_rot-09_dx-06_dy-08__obj[7.5YR-8-10]__bg[10B-6-6]__tint01.png,7.5YR 8/10,10B 6/6,1,45.165285871598854,45.646858876964075,0.7994992379830248,False,80.0,full
face3_n18_s162_rot+39_dx+02_dy+03.png,face3_n18_s162_rot+39_dx+02_dy+03__obj[2.5BG-9-2]__bg[7.5P-6-4]__tint16.png,2.5BG 9/2,7.5P 6/4,16,32.55830556888653,26.49441144840622,0.8116544780387439,False,80.0,full
face3_n19_s167_rot+11_dx+11_dy-06.png,face3_n19_s167_rot+11_dx+11_dy-06__obj[5R-4-2]__bg[7.5GY-9-4]__tint06.png,5R 4/2,7.5GY 9/4,6,51.78336216239621,51.06971346379389,1.0,False,80.0,full
face3_n20_s184_rot-45_dx-03_dy-11.png,face3_n20_s184_rot-45_dx-03_dy-11__obj[7.5P-6-10]__bg[10P-8-4]__tint15.png,7.5P 6/10,10P 8/4,15,18.504097251618656,21.840886212838157,1.0,False,80.0,full
flower1_n01_s162_rot+00_dx+08_dy+04.png,flower1_n01_s162_rot+00_dx+08_dy+04__obj[7.5BG-6-4]__bg[5R-6-2]__tint03.png,7.5BG 6/4,5R 6/2,3,35.64138751542839,32.81593353215173,1.0,False,80.0,full
flower1_n02_s133_rot+47_dx-09_dy-07.png,flower1_n02_s133_rot+47_dx-09_dy-07__obj[7.5G-2-4]__bg[2.5PB-3-10]__tint04.png,7.5G 2/4,2.5PB 3/10,4,28.382976082540775,28.229123494719726,1.0,False,80.0,full
flower1_n03_s131_rot-49_dx+07_dy-12.png,flower1_n03_s131_rot-49_dx+07_dy-12__obj[10RP-7-2]__bg[5PB-7-10]__tint09.png,10RP 7/2,5PB 7/10,9,26.083935609546224,27.22735200031185,0.9643830424187481,False,80.0,full
flower1_n04_s130_rot+60_dx-01_dy+11.png,flower1_n04_s130_rot+60_dx-01_dy+11__obj[10P-7-4]__bg[7.5BG-9-2]__tint05.png,10P 7/4,7.5BG 9/2,5,28.075869815911197,20.559206783212698,1.0,False,80.0,full
flower1_n05_s133_rot+32_dx-05_dy-01.png,flower1_n05_s133_rot+32_dx-05_dy-01__obj[5P-5-6]__bg[5PB-2-8]__tint09.png,5P 5/6,5PB 2/8,9,30.46096798922109,34.39154458467767,1.0,False,80.0,full
flower1_n06_s184_rot+50_dx-04_dy-03.png,flower1_n06_s184_rot+50_dx-04_dy-03__obj[7.5G-3-2]__bg[2.5GY-2-4]__tint06.png,7.5G 3/2,2.5GY 2/4,6,16.74340430593991,16.144487549598228,1.0,False,80.0,full
flower1_n07_s190_rot+56_dx-07_dy+05.png,flower1_n07_s190_rot+56_dx-07_dy+05__obj[10GY-4-6]__bg[7.5BG-4-8]__tint05.png,10GY 4/6,7.5BG 4/8,5,24.417873663636858,26.09393697875677,1.0,False,80.0,full
flower1_n08_s169_rot+20_dx-06_dy+12.png,flower1_n08_s169_rot+20_dx-06_dy+12__obj[5GY-8-4]__bg[10RP-9-6]__tint01.png,5GY 8/4,10RP 9/6,1,38.18435455359331,35.902113749053626,0.6884561741369757,False,80.0,full
flower1_n09_s191_rot-25_dx+06_dy-13.png,flower1_n09_s191_rot-25_dx+06_dy-13__obj[2.5GY-6-6]__bg[2.5Y-6-10]__tint00.png,2.5GY 6/6,2.5Y 6/10,0,16.89018312495716,16.889794276545114,1.0,False,80.0,full
flower1_n10_s132_rot-05_dx-03_dy+06.png,flower1_n10_s132_rot-05_dx-03_dy+06__obj[7.5B-9-10]__bg[2.5G-5-6]__tint02.png,7.5B 9/10,2.5G 5/6,2,44.554825141139524,44.33682736353449,0.6508548791213036,False,80.0,full
flower1_n11_s179_rot+44_dx+13_dy+00.png,flower1_n11_s179_rot+44_dx+13_dy+00__obj[2.5G-5-4]__bg[7.5RP-4-6]__tint09.png,2.5G 5/4,7.5RP 4/6,9,45.047599645520016,38.96933297587914,1.0,False,80.0,full
flower1_n12_s187_rot-10_dx-03_dy+04.png,flower1_n12_s187_rot-10_dx-03_dy+04__obj[5BG-5-8]__bg[10R-7-10]__tint07.png,5BG 5/8,10R 7/10,7,53.34052728354069,56.72924177067471,0.9059669032826358,False,80.0,full
flower1_n13_s191_rot+15_dx+03_dy+12.png,flower1_n13_s191_rot+15_dx+03_dy+12__obj[10PB-7-6]__bg[10Y-8-4]__tint13.png,10PB 7/6,10Y 8/4,13,40.31644973537112,33.5791258474004,1.0,False,80.0,full
flower1_n14_s144_rot+51_dx-03_dy-08.png,flower1_n14_s144_rot+51_dx-03_dy-08__obj[2.5BG-6-8]__bg[2.5PB-5-6]__tint08.png,2.5BG 6/8,2.5PB 5/6,8,27.28155488465171,26.364442614233038,1.0,False,80.0,full
flower1_n15_s143_rot-57_dx+03_dy-10.png,flower1_n15_s143_rot-57_dx+03_dy-10__obj[5G-3-10]__bg[7.5GY-9-8]__tint07.png,5G 3/10,7.5GY 9/8,7,55.39429265156356,56.64450523927352,1.0,False,80.0,full
flower1_n16_s148_rot-23_dx-03_dy+02.png,flower1_n16_s148_rot-23_dx-03_dy+02__obj[2.5B-9-4]__bg[10G-8-10]__tint05.png,2.5B 9/4,10G 8/10,5,22.010092832114285,25.12265302666228,0.9750153236610802,False,80.0,full
flower1_n17_s156_rot+59_dx-14_dy+03.png,flower1_n17_s156_rot+59_dx-14_dy+03__obj[7.5Y-7-4]__bg[2.5P-7-4]__tint00.png,7.5Y 7/4,2.5P 7/4,0,34.87627154151953,34.87676088836861,1.0,False,80.0,full
flower1_n18_s143_rot+18_dx+04_dy-02.png,flower1_n18_s143_rot+18_dx+04_dy-02__obj[5R-7-8]__bg[7.5PB-3-2]__tint04.png,5R 7/8,7.5PB 3/2,4,46.803823923843325,46.15351619550225,1.0,False,80.0,full
flower1_n19_s165_rot+01_dx+03_dy-05.png,flower1_n19_s165_rot+01_dx+03_dy-05__obj[7.5YR-3-6]__bg[2.5PB-9-10]__tint10.png,7.5YR 3/6,2.5PB 9/10,10,67.84623821529371,71.540896911303,0.5932772147856885,False,80.0,full
flower1_n20_s188_rot-31_dx-07_dy+06.png,flower1_n20_s188_rot-31_dx-07_dy+06__obj[2.5R-2-4]__bg[7.5RP-5-6]__tint08.png,2.5R 2/4,7.5RP 5/6,8,25.863213595491114,25.73849022914539,1.0,False,80.0,full
flower2_n01_s145_rot+44_dx+02_dy-06.png,flower2_n01_s145_rot+44_dx+02_dy-06__obj[10PB-7-10]__bg[10BG-5-2]__tint12.png,10PB 7/10,10BG 5/2,12,21.836378495922688,19.75550276468372,0.7521835979046979,False,80.0,full
flower2_n02_s181_rot-19_dx-01_dy+12.png,flower2_n02_s181_rot-19_dx-01_dy+12__obj[7.5Y-8-8]__bg[2.5P-4-4]__tint12.png,7.5Y 8/8,2.5P 4/4,12,57.75028932554401,61.26938379253942,1.0,False,80.0,full
flower2_n03_s128_rot-26_dx-06_dy-03.png,flower2_n03_s128_rot-26_dx-06_dy-03__obj[7.5R-3-10]__bg[7.5GY-9-10]__tint13.png,7.5R 3/10,7.5GY 9/10,13,77.88816002323898,66.00843359765683,1.0,False,80.0,full
flower2_n04_s190_rot+44_dx-08_dy+01.png,flower2_n04_s190_rot+44_dx-08_dy+01__obj[7.5B-6-4]__bg[5BG-9-2]__tint05.png,7.5B 6/4,5BG 9/2,5,22.695327915144336,23.352714831349964,1.0,False,80.0,full
flower2_n05_s170_rot+06_dx-09_dy+03.png,flower2_n05_s170_rot+06_dx-09_dy+03__obj[7.5R-7-6]__bg[7.5Y-9-10]__tint06.png,7.5R 7/6,7.5Y 9/10,6,40.06768400030238,37.90556551693932,1.0,False,80.0,full
flower2_n06_s169_rot+44_dx+01_dy+15.png,flower2_n06_s169_rot+44_dx+01_dy+15__obj[2.5YR-6-8]__bg[5PB-2-4]__tint15.png,2.5YR 6/8,5PB 2/4,15,48.868900742893224,50.32360393718069,1.0,False,80.0,full
flower2_n07_s177_rot-32_dx+12_dy+03.png,flower2_n07_s177_rot-32_dx+12_dy+03__obj[2.5RP-9-2]__bg[2.5B-8-10]__tint06.png,2.5RP 9/2,2.5B 8/10,6,44.78285588781884,21.432611224825777,1.0,False,80.0,full
flower2_n08_s188_rot+25_dx-10_dy+08.png,flower2_n08_s188_rot+25_dx-10_dy+08__obj[10G-8-4]__bg[2.5GY-4-4]__tint05.png,10G 8/4,2.5GY 4/4,5,39.41414798671084,39.712292931787175,1.0,False,80.0,full
flower2_n09_s147_rot-01_dx-03_dy+00.png,flower2_n09_s147_rot-01_dx-03_dy+00__obj[10GY-7-8]__bg[5B-9-8]__tint12.png,10GY 7/8,5B 9/8,12,40.74766566222135,44.098798205284254,0.5639594089757288,False,80.0,full
flower2_n10_s170_rot+44_dx-13_dy+05.png,flower2_n10_s170_rot+44_dx-13_dy+05__obj[7.5PB-4-8]__bg[7.5YR-9-2]__tint07.png,7.5PB 4/8,7.5YR 9/2,7,47.84244930461239,51.047546586569304,0.9527587592948974,False,80.0,full
flower2_n11_s186_rot-58_dx+03_dy-03.png,flower2_n11_s186_rot-58_dx+03_dy-03__obj[5BG-4-2]__bg[7.5P-6-6]__tint08.png,5BG 4/2,7.5P 6/6,8,30.58376900092432,26.658795537622066,1.0,False,80.0,full
